Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk
39.0,Other,Unemployed,39,4.9,8.9,Good,3.3,9.0,8,Low,No,Low
59.0,Female,Unemployed,38,6.0,5.3,Average,3.6,39.0,1,Low,No,Low
34.0,Other,Employed,66,11.8,6.3,Average,8.0,30.0,4,Moderate,No,Moderate
49.0,Other,Employed,46,10.3,7.5,Good,5.3,49.0,3,Low,No,Low
53.0,Female,Student,65,2.3,9.8,Excellent,1.4,46.0,1,Low,No,Low
48.0,Female,Student,61,4.1,4.9,Poor,0.3,48.0,6,Moderate,No,Moderate
65.0,Other,Unemployed,44,6.5,7.9,Good,1.6,51.0,1,Low,No,Low
54.0,Other,Student,39,11.0,4.6,Poor,0.1,22.0,5,Moderate,No,Moderate
23.0,Other,Employed,66,13.2,7.1,Good,6.1,33.0,5,Moderate,No,Moderate
37.0,Other,Unemployed,30,6.4,9.6,Excellent,0.7,36.0,7,Low,No,Low
50.0,Other,Unemployed,63,2.7,5.6,Average,0.4,41.0,8,Moderate,No,High
47.0,Male,Unemployed,24,7.8,6.4,Average,3.2,38.0,4,Low,No,Low
19.0,Other,Employed,45,10.5,4.4,Poor,0.8,55.0,4,Moderate,No,Moderate
18.0,Other,Employed,66,10.8,9.9,Excellent,7.4,47.0,2,Moderate,No,Moderate
56.0,Female,Employed,43,5.6,9.7,Excellent,8.1,,1,Low,No,Low
52.0,Female,Self-Employed,26,9.4,10.0,Excellent,0.9,1.0,8,Moderate,No,Low
59.0,Other,Self-Employed,62,12.8,5.7,Average,2.6,53.0,0,Moderate,No,Moderate
59.0,Female,Employed,31,8.2,9.9,Excellent,4.0,20.0,2,Low,No,Low
54.0,Female,Self-Employed,34,12.1,7.9,Good,3.0,34.0,6,Low,No,Low
49.0,Female,Unemployed,60,7.0,,Poor,0.8,43.0,7,Moderate,No,Moderate
52.0,Male,Employed,21,3.0,9.4,Excellent,3.3,14.0,4,Low,No,Low
24.0,Other,Employed,48,5.3,6.9,Average,4.2,47.0,6,Moderate,No,Low
38.0,Female,Student,29,2.1,6.2,Average,7.8,7.0,3,Low,No,Low
21.0,Female,Unemployed,58,4.8,6.7,Average,3.3,24.0,0,Moderate,No,Low
40.0,Female,Unemployed,64,12.2,6.4,Average,9.8,31.0,5,Moderate,No,Moderate
21.0,Female,Self-Employed,59,5.2,6.0,Average,7.9,24.0,7,Moderate,No,Moderate
34.0,Female,Employed,33,13.7,8.4,Good,6.9,4.0,3,Moderate,No,Moderate
57.0,Other,Student,39,9.8,5.0,Average,9.5,36.0,1,Low,No,Low
45.0,Other,Self-Employed,44,4.3,4.3,Poor,7.3,27.0,4,Low,No,Low
62.0,Other,Student,64,4.1,8.9,Good,,13.0,4,Moderate,No,High
60.0,Female,Employed,68,6.2,5.0,Average,8.5,38.0,3,Moderate,No,Moderate
40.0,Other,Self-Employed,39,8.2,9.0,Excellent,7.1,57.0,7,Low,No,Low
58.0,Male,Employed,41,13.3,6.1,Average,3.9,26.0,8,High,Yes,High
37.0,Female,Student,57,5.7,5.3,Average,1.2,31.0,0,Moderate,No,High
40.0,Male,Unemployed,58,7.2,9.5,Excellent,3.1,36.0,2,Moderate,No,Low
62.0,Female,Self-Employed,46,8.7,6.5,Average,,58.0,2,Low,No,Low
59.0,Male,Self-Employed,23,10.1,8.1,Good,1.2,37.0,3,Low,No,Low
51.0,Male,Unemployed,23,6.9,6.7,Average,9.3,19.0,8,Low,No,Low
49.0,Female,Unemployed,47,7.5,6.8,Average,1.5,18.0,4,Moderate,No,Low
59.0,Other,Employed,45,9.7,5.8,Average,0.7,53.0,2,Moderate,No,Moderate
32.0,Other,Unemployed,36,11.0,4.4,Poor,1.1,54.0,0,Moderate,No,Low
30.0,Male,Employed,43,8.6,9.4,Excellent,7.7,36.0,8,Moderate,No,Moderate
51.0,Female,Employed,21,5.5,7.2,Good,2.2,60.0,5,Low,No,Low
59.0,Male,Self-Employed,23,11.8,9.3,Excellent,1.4,35.0,0,Low,No,Low
50.0,Male,Unemployed,23,11.7,4.1,Poor,0.3,50.0,0,Low,No,Low
33.0,Male,Employed,70,13.9,8.5,Good,5.4,2.0,0,High,Yes,High
52.0,Male,Unemployed,38,8.3,8.7,Good,8.7,15.0,8,Moderate,No,Moderate
27.0,Male,Student,37,5.6,9.0,Excellent,2.8,24.0,6,Low,No,Low
34.0,Other,Unemployed,68,8.6,9.6,Excellent,0.6,6.0,4,Moderate,No,High
57.0,Female,Student,40,4.1,7.4,Good,8.4,54.0,7,Low,No,Low
49.0,Male,Student,31,7.3,7.9,Good,6.8,55.0,3,Low,No,Low
38.0,Other,Unemployed,58,13.7,4.1,Poor,7.9,21.0,4,Moderate,No,Moderate
27.0,Female,Employed,60,8.5,10.0,Excellent,5.5,26.0,0,Low,No,Moderate
46.0,Other,Self-Employed,43,4.8,4.5,Poor,6.5,38.0,2,Moderate,No,Low
18.0,Male,Unemployed,47,13.9,9.2,Excellent,0.2,10.0,6,High,Yes,High
65.0,Female,Employed,20,10.1,4.5,Poor,5.9,23.0,2,Low,No,Low
20.0,Other,Self-Employed,42,5.5,5.9,Average,2.8,7.0,2,Low,No,Low
19.0,Female,Unemployed,49,10.6,4.8,Poor,2.9,7.0,6,Moderate,No,High
50.0,Other,Student,70,12.1,9.6,Excellent,5.2,12.0,0,High,Yes,High
51.0,Other,Unemployed,33,7.0,7.3,Good,7.1,2.0,3,Low,No,Low
36.0,Female,Unemployed,40,10.4,6.8,Average,6.6,22.0,7,Low,No,Moderate
34.0,Male,Self-Employed,46,4.0,5.9,Average,2.2,56.0,5,Moderate,No,Moderate
63.0,Male,Self-Employed,35,12.1,7.3,Good,,2.0,8,Moderate,No,Moderate
22.0,Male,Student,26,6.7,9.5,Excellent,7.4,50.0,5,Low,No,Low
48.0,Female,Employed,66,11.2,10.0,Excellent,3.9,23.0,0,Moderate,No,Moderate
43.0,Other,Employed,39,3.8,5.5,Average,7.4,53.0,6,Low,No,Moderate
18.0,Male,Employed,47,11.6,4.2,Poor,5.0,40.0,8,High,No,High
63.0,Female,Unemployed,67,13.1,9.6,Excellent,7.2,54.0,7,Moderate,No,Moderate
28.0,Male,Self-Employed,37,12.4,9.6,Excellent,2.8,58.0,6,Moderate,No,Low
65.0,Other,Employed,25,3.8,9.9,Excellent,9.3,39.0,5,Low,No,Low
51.0,Female,Employed,65,8.7,9.0,Excellent,1.4,,1,Moderate,No,Moderate
51.0,Male,Self-Employed,52,5.3,9.5,Excellent,9.2,38.0,6,Moderate,No,Moderate
27.0,Other,Student,60,3.2,4.3,Poor,7.1,20.0,3,Moderate,No,Low
20.0,Female,Unemployed,20,6.2,8.5,Good,3.1,35.0,1,Low,No,Low
33.0,Female,Self-Employed,31,5.8,8.2,Good,2.8,36.0,3,Low,No,Low
62.0,Female,Self-Employed,67,8.2,7.3,Good,7.9,5.0,4,High,Yes,High
39.0,Female,Self-Employed,31,,6.8,Average,7.5,28.0,6,Low,No,Low
43.0,Other,Employed,53,11.0,9.8,Excellent,2.0,36.0,0,Moderate,No,Low
45.0,Male,Self-Employed,26,6.7,5.0,Average,4.7,43.0,6,Low,No,Low
56.0,Male,Self-Employed,59,13.0,8.9,Good,6.0,25.0,3,Moderate,No,Moderate
43.0,Other,Student,61,11.7,8.4,Good,8.6,51.0,8,High,Yes,High
63.0,Female,Employed,63,6.0,8.6,Good,0.8,0.0,3,High,Yes,High
29.0,Female,Unemployed,58,2.4,7.8,Good,1.1,46.0,1,Moderate,No,Moderate
64.0,Other,Student,47,13.4,8.5,Good,4.0,11.0,1,Moderate,No,High
60.0,Male,Self-Employed,21,3.6,6.4,Average,7.8,42.0,5,Low,No,Low
39.0,Female,Unemployed,30,6.8,7.2,Good,6.7,16.0,1,Low,No,Low
44.0,Male,Unemployed,28,12.2,9.5,Excellent,3.8,60.0,1,Low,No,Low
32.0,Female,Unemployed,20,11.2,6.4,Average,5.3,21.0,1,Low,No,Low
58.0,Female,Student,52,13.0,6.3,Average,8.6,54.0,3,Moderate,No,Low
25.0,Other,Unemployed,63,8.2,8.5,Good,6.8,55.0,6,Moderate,No,High
34.0,Other,Self-Employed,35,5.2,6.0,Average,8.0,13.0,7,Low,No,Moderate
41.0,Other,Employed,65,3.9,5.8,Average,4.4,18.0,4,Moderate,No,Moderate
50.0,Female,Unemployed,50,6.6,9.2,Excellent,1.8,57.0,3,Low,No,Low
39.0,Other,Student,35,10.9,7.4,Good,2.4,51.0,3,Low,No,Low
55.0,Female,Student,50,,4.4,Poor,1.2,5.0,7,Moderate,No,High
50.0,Female,Self-Employed,63,9.5,6.0,Average,5.6,19.0,2,High,Yes,High
31.0,Female,Unemployed,59,3.9,5.8,Average,,43.0,2,Moderate,No,High
40.0,Other,Unemployed,20,2.7,8.6,Good,7.6,25.0,2,Low,No,Low
31.0,Other,Student,66,9.1,5.0,Average,4.8,46.0,6,High,Yes,High
22.0,Female,Employed,55,5.9,7.4,Good,0.9,15.0,8,Moderate,No,High
61.0,Other,Student,47,11.6,7.9,Good,4.0,31.0,8,Moderate,No,Moderate
23.0,Other,Student,49,13.9,8.9,Good,4.5,56.0,2,Low,No,Low
55.0,Other,Unemployed,56,12.6,5.2,Average,9.3,57.0,2,Low,No,Moderate
28.0,Female,Self-Employed,48,6.5,9.3,Excellent,1.2,60.0,3,Low,No,Low
40.0,Other,Employed,36,7.5,6.2,Average,5.1,60.0,6,Low,No,Low
29.0,Other,Employed,22,4.5,6.8,Average,0.6,51.0,6,Low,No,Low
34.0,Other,Self-Employed,29,8.5,4.2,Poor,9.1,2.0,2,Low,No,Low
26.0,Female,Student,56,8.2,8.5,Good,2.0,14.0,1,High,No,Moderate
55.0,Other,Employed,22,3.9,4.9,Poor,8.4,15.0,7,Low,No,Low
49.0,Other,Self-Employed,21,3.1,6.6,Average,9.6,8.0,1,Low,No,Low
40.0,Other,Student,64,4.0,7.2,Good,9.5,33.0,3,Low,No,Low
63.0,Other,Student,50,13.7,4.8,Poor,8.2,48.0,6,High,Yes,High
38.0,Male,Self-Employed,58,7.3,8.6,Good,4.7,42.0,7,Moderate,No,Moderate
56.0,Other,Unemployed,69,10.8,7.8,Good,2.8,,5,Moderate,No,Moderate
42.0,Other,Student,56,4.9,9.7,Excellent,0.9,48.0,6,Moderate,No,Moderate
19.0,Other,Self-Employed,70,10.4,5.7,Average,0.5,29.0,2,High,Yes,High
38.0,Other,Employed,41,6.3,6.9,Average,8.1,57.0,0,Low,No,Low
60.0,Female,Self-Employed,26,11.8,9.5,Excellent,8.5,47.0,1,Low,No,Low
33.0,Male,Unemployed,32,8.2,10.0,Excellent,,54.0,6,Low,No,Low
52.0,Female,Self-Employed,34,12.0,8.9,Good,4.7,36.0,6,Moderate,No,Moderate
19.0,Other,Employed,39,5.7,8.0,Good,5.4,43.0,8,Low,No,Low
29.0,Male,Self-Employed,56,6.6,9.7,Excellent,7.0,43.0,2,Low,No,Low
39.0,Female,Self-Employed,55,3.1,4.4,Poor,0.6,23.0,0,Moderate,No,Moderate
27.0,Other,Unemployed,48,13.2,4.9,Poor,0.3,2.0,1,High,Yes,High
25.0,Other,Employed,51,2.5,5.4,Average,1.9,25.0,7,Moderate,No,High
45.0,Female,Unemployed,55,5.7,4.6,Poor,4.8,24.0,0,Moderate,No,Moderate
21.0,Other,Employed,22,7.5,8.1,Good,9.1,6.0,5,Low,No,Low
32.0,Female,Employed,36,10.2,7.7,Good,8.8,27.0,4,Low,No,Low
32.0,Male,Employed,40,5.1,5.1,Average,1.7,47.0,6,Moderate,No,Moderate
32.0,Male,Student,48,9.2,7.7,Good,7.4,28.0,3,Moderate,No,High
50.0,Male,Self-Employed,48,9.2,6.6,Average,0.7,15.0,8,Moderate,No,Moderate
54.0,Male,Employed,24,12.9,7.4,Good,0.2,52.0,4,Moderate,No,Low
41.0,Other,Employed,54,,6.5,Average,8.5,25.0,6,Moderate,No,Moderate
64.0,Other,Unemployed,45,8.5,5.8,Average,1.4,6.0,6,High,No,High
35.0,Other,Unemployed,40,10.9,4.9,Poor,4.7,55.0,8,Moderate,No,Moderate
38.0,Other,Employed,55,3.8,4.6,Poor,1.6,56.0,6,Moderate,No,Low
41.0,Female,Unemployed,56,13.9,9.7,Excellent,3.4,21.0,2,Moderate,No,Moderate
35.0,Other,Employed,39,6.1,5.4,Average,2.6,27.0,7,Moderate,No,Low
50.0,Female,Self-Employed,38,7.4,5.2,Average,2.7,58.0,5,Low,No,Low
22.0,Male,Student,28,13.1,4.3,Poor,2.0,47.0,1,Low,No,Low
55.0,Male,Student,36,8.9,9.8,Excellent,1.4,34.0,1,Low,No,Low
59.0,Other,Student,66,11.8,7.0,Good,0.6,48.0,7,High,Yes,High
38.0,Other,Employed,49,13.1,6.1,Average,8.8,20.0,7,Moderate,No,High
60.0,Male,Employed,29,2.3,6.3,Average,2.7,12.0,8,Moderate,No,Moderate
27.0,Male,Unemployed,60,5.7,9.7,Excellent,1.6,40.0,2,Low,No,Low
35.0,Other,Employed,56,10.5,8.7,Good,9.7,14.0,3,Moderate,No,Moderate
42.0,Male,Self-Employed,60,11.9,5.5,Average,0.0,22.0,4,High,Yes,High
42.0,Female,Self-Employed,21,7.1,5.8,Average,6.5,48.0,2,Low,No,Low
19.0,Male,Unemployed,66,9.5,5.9,Average,3.8,1.0,5,High,Yes,High
33.0,Male,Self-Employed,24,2.7,6.1,Average,4.9,34.0,2,Low,No,Low
32.0,Male,Self-Employed,21,7.9,8.0,Good,5.1,18.0,8,Moderate,No,Low
65.0,Other,Self-Employed,32,6.0,5.0,Average,7.5,16.0,1,Low,No,Low
54.0,Other,Self-Employed,60,12.6,4.3,Poor,,56.0,4,High,Yes,High
18.0,Male,Self-Employed,66,3.2,6.7,Average,5.7,10.0,6,High,No,High
19.0,Female,Student,57,5.2,9.2,Excellent,6.9,17.0,2,Moderate,No,Moderate
30.0,Female,Employed,61,12.0,8.9,Good,0.4,36.0,7,High,Yes,High
29.0,Other,Self-Employed,68,8.5,8.9,Good,8.9,43.0,4,Moderate,No,High
44.0,Male,Student,55,10.9,5.5,Average,6.6,10.0,7,High,Yes,High
50.0,Male,Self-Employed,33,13.4,5.8,Average,5.4,6.0,4,Moderate,No,Low
57.0,Other,Student,51,5.1,9.9,Excellent,3.2,1.0,8,Moderate,No,High
39.0,Male,Self-Employed,48,3.1,8.7,Good,2.2,26.0,0,Low,No,Low
20.0,Female,Student,24,5.0,9.8,Excellent,2.0,31.0,2,Low,No,Low
49.0,Female,Self-Employed,50,8.7,4.6,Poor,0.3,27.0,4,High,Yes,High
60.0,Male,Student,28,2.1,4.9,Poor,7.5,25.0,1,Low,No,Low
58.0,Other,Employed,24,8.8,9.2,Excellent,4.8,4.0,5,Low,No,Low
48.0,Other,Employed,69,2.4,5.7,Average,0.8,38.0,2,Moderate,No,Moderate
61.0,Other,Unemployed,41,9.6,8.1,Good,5.3,39.0,4,Low,No,Low
26.0,Other,Self-Employed,31,12.5,7.5,Good,1.2,46.0,5,Low,No,Low
22.0,Male,Self-Employed,37,9.5,6.5,Average,0.5,27.0,6,Moderate,No,Low
54.0,Male,Self-Employed,34,11.0,5.4,Average,6.2,36.0,3,Low,No,Low
44.0,Male,Employed,20,7.2,5.7,Average,2.4,19.0,7,Low,No,Low
39.0,Female,Unemployed,29,12.0,5.2,Average,7.0,38.0,6,Moderate,No,Moderate
40.0,Female,Unemployed,36,6.4,4.5,Poor,3.5,,2,Moderate,No,Moderate
45.0,Female,Self-Employed,25,9.9,4.4,Poor,6.2,36.0,2,Low,No,Low
33.0,Male,Student,45,7.6,9.4,Excellent,1.3,3.0,5,Moderate,No,Moderate
49.0,Other,Unemployed,53,8.9,9.8,Excellent,3.5,38.0,4,Low,No,Low
30.0,Male,Unemployed,70,3.7,4.8,Poor,3.0,15.0,4,High,Yes,High
42.0,Other,Self-Employed,22,12.2,7.3,Good,9.3,55.0,4,Low,No,Low
47.0,Female,Self-Employed,48,11.2,7.5,Good,7.6,27.0,8,Moderate,No,Moderate
18.0,Male,Employed,56,4.5,6.6,Average,2.6,58.0,0,Low,No,Low
65.0,Female,Employed,57,11.7,9.0,Excellent,5.2,17.0,0,Moderate,No,Low
24.0,Other,Unemployed,39,9.5,7.4,Good,0.8,10.0,5,Moderate,No,Moderate
45.0,Male,Employed,57,3.2,7.6,Good,3.8,5.0,2,Low,No,Low
20.0,Other,Student,51,5.5,9.4,Excellent,1.1,37.0,4,Moderate,No,Low
46.0,Female,Unemployed,39,4.9,8.8,Good,6.7,13.0,1,Low,No,Low
53.0,Other,Unemployed,45,2.6,6.2,Average,1.9,4.0,6,Moderate,No,Moderate
39.0,Male,Unemployed,46,9.6,8.3,Good,,0.0,5,High,Yes,High
55.0,Other,Student,57,2.8,4.1,Poor,6.3,50.0,7,Moderate,No,Moderate
46.0,Male,Student,54,8.0,7.2,Good,9.4,1.0,4,Moderate,No,High
33.0,Female,Self-Employed,36,7.1,5.8,Average,4.2,57.0,4,Low,No,Low
25.0,Female,Student,44,13.3,6.1,Average,8.1,34.0,1,Moderate,No,Moderate
30.0,Other,Student,69,7.5,9.6,Excellent,4.9,49.0,0,Low,No,Low
53.0,Male,Unemployed,41,2.4,8.4,Good,1.2,51.0,4,Low,No,Low
49.0,Female,Student,65,13.2,6.0,Average,0.9,8.0,5,High,Yes,High
23.0,Other,Self-Employed,45,5.7,5.8,Average,7.5,2.0,5,Low,No,Low
33.0,Male,Student,66,10.9,6.8,Average,7.1,10.0,3,High,Yes,High
43.0,Other,Self-Employed,27,9.8,9.1,Excellent,7.1,16.0,6,Moderate,No,Moderate
35.0,Male,Student,41,3.8,6.5,Average,2.1,9.0,5,Moderate,No,High
45.0,Male,Unemployed,23,5.5,8.7,Good,7.5,33.0,2,Low,No,Low
42.0,Female,Unemployed,61,13.8,8.7,Good,4.9,14.0,2,High,Yes,High
33.0,Other,Employed,20,5.9,9.9,Excellent,1.5,1.0,5,Low,No,Low
33.0,Female,Unemployed,34,2.2,6.0,Average,,35.0,2,Low,No,Low
18.0,Other,Unemployed,35,11.7,6.0,Average,6.1,5.0,3,Moderate,No,High
62.0,Female,Employed,60,5.3,4.6,Poor,5.7,42.0,0,Low,No,Low
37.0,Other,Employed,43,10.2,4.0,Poor,0.4,11.0,2,High,Yes,Moderate
46.0,Female,Employed,44,13.1,6.4,Average,7.7,29.0,2,Moderate,No,Moderate
33.0,Other,Student,28,7.1,6.0,Average,8.3,2.0,3,Low,No,Low
60.0,Other,Self-Employed,57,4.3,8.8,Good,0.8,44.0,8,Moderate,No,Moderate
54.0,Other,Student,38,2.5,8.9,Good,5.0,50.0,6,Low,No,Low
33.0,Female,Employed,43,11.4,8.0,Good,3.1,10.0,0,Moderate,No,Low
43.0,Female,Student,61,7.7,8.4,Good,1.8,60.0,3,Moderate,No,Low
44.0,Other,Unemployed,69,12.5,5.9,Average,2.5,29.0,6,High,Yes,High
44.0,Female,Student,35,8.2,4.7,Poor,5.6,32.0,2,Low,No,Low
38.0,Other,Employed,58,10.7,4.6,Poor,4.5,29.0,3,High,Yes,High
50.0,Female,Student,21,9.0,5.3,Average,10.0,1.0,8,Moderate,No,Low
40.0,Male,Student,56,5.5,7.8,Good,2.9,34.0,5,Moderate,No,Moderate
22.0,Male,Employed,67,9.6,6.4,Average,0.4,23.0,7,High,Yes,High
43.0,Other,Employed,67,4.1,4.4,Poor,2.1,60.0,5,Moderate,No,High
18.0,Other,Self-Employed,55,3.6,9.2,Excellent,,33.0,5,Low,No,Low
28.0,Female,Unemployed,69,8.6,8.8,Good,6.6,53.0,7,High,Yes,Moderate
30.0,Male,Employed,47,13.5,8.7,Good,4.0,35.0,0,Moderate,No,Moderate
59.0,Male,Student,46,13.8,9.4,Excellent,8.9,7.0,6,Moderate,No,Moderate
48.0,Female,Self-Employed,68,4.3,9.9,Excellent,1.2,53.0,3,Low,No,Low
22.0,Male,Self-Employed,44,9.8,9.7,Excellent,5.3,39.0,1,Low,No,Low
19.0,Female,Self-Employed,48,6.8,4.3,Poor,8.9,46.0,2,Moderate,No,Moderate
30.0,Male,Student,30,13.5,6.1,Average,2.0,58.0,1,Low,No,Low
54.0,Female,Employed,54,9.1,9.3,Excellent,3.0,16.0,5,Moderate,No,Moderate
24.0,Male,Employed,30,7.9,4.1,Poor,6.4,56.0,2,Low,No,Low
50.0,Male,Student,48,7.9,7.4,Good,9.6,1.0,6,Moderate,No,Moderate
60.0,Male,Self-Employed,45,6.4,4.5,Poor,6.8,42.0,7,Moderate,No,High
52.0,Other,Self-Employed,28,12.2,9.7,Excellent,8.9,2.0,3,Low,No,Low
47.0,Male,Self-Employed,45,4.4,9.4,Excellent,4.5,,0,Low,No,Low
27.0,Male,Employed,61,8.3,4.2,Poor,5.3,43.0,3,Moderate,No,Moderate
29.0,Other,Self-Employed,57,6.2,6.4,Average,3.9,8.0,3,Moderate,No,Moderate
29.0,Female,Employed,64,9.3,5.3,Average,2.2,33.0,8,High,Yes,High
,Female,Student,30,12.0,7.6,Good,0.5,33.0,0,Low,No,Low
44.0,Female,Employed,22,5.2,9.1,Excellent,0.2,39.0,1,Low,No,Low
33.0,Other,Unemployed,55,11.3,9.6,Excellent,8.1,51.0,8,Moderate,No,Moderate
57.0,Female,Self-Employed,64,2.3,9.8,Excellent,4.3,21.0,0,Low,No,Low
48.0,Male,Employed,38,9.4,5.7,Average,8.5,33.0,7,Moderate,No,Moderate
36.0,Male,Employed,32,4.4,8.4,Good,8.4,8.0,0,Low,No,Low
48.0,Female,Employed,40,8.7,6.9,Average,2.6,23.0,2,Moderate,No,High
29.0,Male,Unemployed,31,2.4,7.9,Good,9.6,59.0,3,Low,No,Low
52.0,Male,Self-Employed,61,12.6,6.9,Average,4.6,47.0,4,Moderate,No,Moderate
39.0,Male,Unemployed,40,8.7,6.9,Average,1.4,60.0,2,Low,No,Low
64.0,Other,Employed,23,11.0,7.2,Good,8.0,59.0,3,Low,No,Low
28.0,Other,Student,61,4.3,6.9,Average,8.7,32.0,0,Low,No,Low
61.0,Other,Employed,67,3.4,7.6,Good,6.7,7.0,2,Moderate,No,High
39.0,Male,Unemployed,69,11.2,8.9,Good,5.2,9.0,4,High,Yes,High
22.0,Other,Self-Employed,21,13.6,7.5,Good,7.8,14.0,6,Moderate,No,Moderate
41.0,Other,Unemployed,59,10.7,5.0,Average,0.6,46.0,0,Moderate,No,Moderate
19.0,Other,Unemployed,39,7.3,9.4,Excellent,6.2,23.0,5,Low,No,Low
50.0,Male,Unemployed,45,3.1,4.6,Poor,2.8,60.0,8,Moderate,No,Moderate
24.0,Male,Self-Employed,38,13.4,8.9,Good,3.6,33.0,6,Low,No,Low
31.0,Male,Employed,30,13.3,7.6,Good,8.2,58.0,6,Low,No,Low
37.0,Female,Student,51,13.0,6.7,Average,6.7,7.0,4,High,Yes,High
58.0,Male,Unemployed,46,11.0,8.1,Good,3.8,35.0,1,Moderate,No,Low
55.0,Other,Student,36,12.2,8.9,Good,1.7,27.0,3,Moderate,No,Low
56.0,Other,Employed,21,8.0,9.9,Excellent,7.3,34.0,8,Low,No,Low
21.0,Male,Unemployed,25,12.1,6.8,Average,8.3,11.0,6,Moderate,No,Moderate
21.0,Female,Employed,25,3.3,9.4,Excellent,7.9,27.0,8,Low,No,Low
44.0,Other,Unemployed,36,2.3,5.5,Average,9.4,27.0,1,Low,No,Low
32.0,Female,Employed,28,,9.3,Excellent,9.9,25.0,7,Low,No,Low
48.0,Other,Employed,40,6.8,9.5,Excellent,5.6,6.0,2,Low,No,Low
22.0,Female,Employed,56,2.5,7.6,Good,7.5,40.0,0,Low,No,Low
57.0,Other,Unemployed,39,8.8,,Good,,24.0,5,Low,No,Low
22.0,Female,Employed,55,7.1,8.5,Good,8.1,13.0,2,Moderate,No,Low
42.0,Other,Unemployed,40,3.9,,Average,7.9,16.0,5,Low,No,Moderate
41.0,Female,Employed,23,6.0,8.2,Good,1.1,40.0,0,Low,No,Low
42.0,Male,Self-Employed,52,8.4,6.2,Average,8.2,16.0,0,Moderate,No,Moderate
46.0,Male,Unemployed,47,3.3,,Good,0.8,46.0,4,Low,No,Low
26.0,Male,Self-Employed,37,13.3,8.8,Good,0.5,43.0,4,Low,No,Low
36.0,Other,Employed,55,4.0,9.2,Excellent,5.4,43.0,0,Low,No,Low
32.0,Female,Student,38,12.1,6.8,Average,5.1,4.0,4,Moderate,No,Moderate
61.0,Other,Student,52,12.5,6.7,Average,5.1,16.0,6,High,Yes,Moderate
56.0,Other,Employed,55,7.4,9.4,Excellent,6.5,37.0,1,Low,No,Low
18.0,Male,Student,49,2.5,7.1,Good,4.3,7.0,8,Low,No,Low
23.0,Other,Self-Employed,32,12.4,,Good,3.1,26.0,1,Low,No,Low
20.0,Female,Self-Employed,61,5.6,4.1,Poor,3.9,23.0,3,High,Yes,High
36.0,Other,Unemployed,70,8.5,7.6,Good,0.2,14.0,1,High,Yes,High
23.0,Male,Employed,25,11.1,5.8,Average,5.5,0.0,2,Moderate,No,Low
22.0,Male,Self-Employed,45,5.2,8.3,Good,9.4,27.0,7,Low,No,Low
50.0,Male,Employed,65,10.8,9.0,Excellent,5.7,60.0,5,Moderate,No,High
59.0,Other,Unemployed,46,13.2,4.8,Poor,0.7,60.0,5,Moderate,No,Low
45.0,Male,Employed,28,7.5,8.9,Good,2.0,2.0,0,Low,No,Low
34.0,Female,Student,29,11.7,7.1,Good,9.8,12.0,1,Low,No,Low
33.0,Female,Student,47,7.4,9.9,Excellent,0.4,27.0,4,Low,No,Moderate
35.0,Other,Unemployed,43,4.5,6.1,Average,9.6,10.0,0,Low,No,Low
24.0,Other,Self-Employed,63,10.4,9.7,Excellent,3.9,43.0,5,Moderate,No,Moderate
62.0,Male,Self-Employed,42,10.2,9.6,Excellent,9.7,41.0,5,Low,No,Low
43.0,Female,Self-Employed,57,6.2,8.1,Good,1.2,17.0,6,Moderate,No,Moderate
20.0,Female,Student,56,6.8,7.4,Good,0.1,1.0,8,High,Yes,High
32.0,Male,Unemployed,20,6.2,6.0,Average,2.2,40.0,6,Low,No,Low
24.0,Male,Student,22,9.6,9.0,Excellent,3.6,0.0,6,Low,No,Low
52.0,Female,Student,69,6.7,8.4,Good,4.2,10.0,6,High,Yes,High
40.0,Male,Employed,30,9.3,8.2,Good,1.0,50.0,8,Moderate,No,Moderate
55.0,Female,Employed,53,11.0,6.3,Average,0.4,3.0,7,High,Yes,High
64.0,Female,Employed,54,12.1,7.7,Good,1.3,59.0,2,Moderate,No,Moderate
62.0,Male,Employed,23,10.4,5.2,Average,2.8,45.0,7,Low,No,Low
18.0,Other,Employed,45,9.3,6.8,Average,9.0,6.0,0,Low,No,Low
22.0,Other,Employed,32,7.8,8.8,Good,9.4,26.0,8,Low,No,Low
34.0,Female,Unemployed,58,4.7,8.1,Good,7.7,45.0,6,Low,No,Low
65.0,Female,Self-Employed,52,12.6,4.6,Poor,8.5,40.0,1,Moderate,No,Moderate
60.0,Male,Employed,22,2.9,9.7,Excellent,8.1,15.0,8,Low,No,Low
35.0,Other,Self-Employed,50,6.7,6.2,Average,9.9,17.0,8,Moderate,No,Low
29.0,Female,Self-Employed,48,13.1,6.4,Average,1.8,54.0,4,High,Yes,Moderate
38.0,Female,Unemployed,34,10.2,8.6,Good,1.0,58.0,1,Low,No,Low
47.0,Female,Student,30,11.8,7.9,Good,8.7,59.0,5,Low,No,Low
59.0,Male,Unemployed,43,9.9,4.1,Poor,3.3,33.0,2,Moderate,No,Low
43.0,Other,Employed,44,10.5,4.7,Poor,6.2,22.0,0,Moderate,No,Moderate
