Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Burnout_Risk,Occupation,Education_Level,Chronic_OHE_No,Chronic_OHE_Yes
54.0,0,1,34,12.1,7.9,2,3.0,34.0,6,0,0,10,3,1,0
49.0,0,3,60,7.0,7.0,0,0.8,43.0,7,1,1,3,2,1,0
52.0,1,0,21,3.0,9.4,3,3.3,14.0,4,0,0,7,1,1,0
24.0,2,0,48,5.3,6.9,1,4.2,47.0,6,1,0,2,0,1,0
38.0,0,2,29,2.1,6.2,1,7.8,7.0,3,0,0,15,1,1,0
21.0,0,3,58,4.8,6.7,1,3.3,24.0,0,1,0,19,0,1,0
40.0,0,3,64,12.2,6.4,1,9.8,31.0,5,1,1,13,0,1,0
21.0,0,1,59,5.2,6.0,1,7.9,24.0,7,1,1,12,2,1,0
34.0,0,0,33,13.7,8.4,2,6.9,4.0,3,1,1,6,0,1,0
57.0,2,2,39,9.8,5.0,1,9.5,36.0,1,0,0,3,1,1,0
45.0,2,1,44,4.3,4.3,0,7.3,27.0,4,0,0,19,3,1,0
62.0,2,2,64,4.1,8.9,2,5.0,13.0,4,1,2,3,3,1,0
60.0,0,0,68,6.2,5.0,1,8.5,38.0,3,1,1,4,2,1,0
40.0,2,1,39,8.2,9.0,3,7.1,57.0,7,0,0,14,0,1,0
58.0,1,0,41,13.3,6.1,1,3.9,26.0,8,2,2,13,3,0,1
37.0,0,2,57,5.7,5.3,1,1.2,31.0,0,1,2,6,0,1,0
40.0,1,3,58,7.2,9.5,3,3.1,36.0,2,1,0,3,3,1,0
62.0,0,1,46,8.7,6.5,1,5.0,58.0,2,0,0,15,3,1,0
59.0,1,1,23,10.1,8.1,2,1.2,37.0,3,0,0,8,2,1,0
51.0,1,3,23,6.9,6.7,1,9.3,19.0,8,0,0,5,2,1,0
49.0,0,3,47,7.5,6.8,1,1.5,18.0,4,1,0,11,3,1,0
59.0,2,0,45,9.7,5.8,1,0.7,53.0,2,1,1,4,3,1,0
32.0,2,3,36,11.0,4.4,0,1.1,54.0,0,1,0,12,1,1,0
30.0,1,0,43,8.6,9.4,3,7.7,36.0,8,1,1,17,2,1,0
51.0,0,0,21,5.5,7.2,2,2.2,60.0,5,0,0,12,3,1,0
59.0,1,1,23,11.8,9.3,3,1.4,35.0,0,0,0,4,3,1,0
50.0,1,3,23,11.7,4.1,0,0.3,50.0,0,0,0,15,3,1,0
33.0,1,0,70,13.9,8.5,2,5.4,2.0,0,2,2,2,2,0,1
52.0,1,3,38,8.3,8.7,2,8.7,15.0,8,1,1,15,1,1,0
27.0,1,2,37,5.6,9.0,3,2.8,24.0,6,0,0,1,3,1,0
34.0,2,3,68,8.6,9.6,3,0.6,6.0,4,1,2,17,0,1,0
57.0,0,2,40,4.1,7.4,2,8.4,54.0,7,0,0,11,0,1,0
49.0,1,2,31,7.3,7.9,2,6.8,55.0,3,0,0,0,1,1,0
38.0,2,3,58,13.7,4.1,0,7.9,21.0,4,1,1,18,2,1,0
27.0,0,0,60,8.5,10.0,3,5.5,26.0,0,0,1,6,2,1,0
46.0,2,1,43,4.8,4.5,0,6.5,38.0,2,1,0,15,2,1,0
18.0,1,3,47,13.9,9.2,3,0.2,10.0,6,2,2,18,0,0,1
65.0,0,0,20,10.1,4.5,0,5.9,23.0,2,0,0,14,1,1,0
20.0,2,1,42,5.5,5.9,1,2.8,7.0,2,0,0,5,3,1,0
19.0,0,3,49,10.6,4.8,0,2.9,7.0,6,1,2,9,4,1,0
50.0,2,2,70,12.1,9.6,3,5.2,12.0,0,2,2,6,0,0,1
51.0,2,3,33,7.0,7.3,2,7.1,2.0,3,0,0,5,2,1,0
36.0,0,3,40,10.4,6.8,1,6.6,22.0,7,0,1,4,1,1,0
34.0,1,1,46,4.0,5.9,1,2.2,56.0,5,1,1,14,1,1,0
63.0,1,1,35,12.1,7.3,2,5.0,2.0,8,1,1,0,0,1,0
22.0,1,2,26,6.7,9.5,3,7.4,50.0,5,0,0,18,2,1,0
48.0,0,0,66,11.2,10.0,3,3.9,23.0,0,1,1,13,4,1,0
43.0,2,0,39,3.8,5.5,1,7.4,53.0,6,0,1,7,4,1,0
18.0,1,0,47,11.6,4.2,0,5.0,40.0,8,2,2,12,1,1,0
63.0,0,3,67,13.1,9.6,3,7.2,54.0,7,1,1,8,0,1,0
28.0,1,1,37,12.4,9.6,3,2.8,58.0,6,1,0,13,1,1,0
65.0,2,0,25,3.8,9.9,3,9.3,39.0,5,0,0,14,1,1,0
51.0,0,0,65,8.7,9.0,3,1.4,30.0,1,1,1,6,4,1,0
51.0,1,1,52,5.3,9.5,3,9.2,38.0,6,1,1,2,0,1,0
27.0,2,2,60,3.2,4.3,0,7.1,20.0,3,1,0,0,1,1,0
20.0,0,3,20,6.2,8.5,2,3.1,35.0,1,0,0,5,4,1,0
33.0,0,1,31,5.8,8.2,2,2.8,36.0,3,0,0,5,1,1,0
62.0,0,1,67,8.2,7.3,2,7.9,5.0,4,2,2,9,1,0,1
39.0,0,1,31,8.0,6.8,1,7.5,28.0,6,0,0,12,1,1,0
43.0,2,0,53,11.0,9.8,3,2.0,36.0,0,1,0,0,4,1,0
45.0,1,1,26,6.7,5.0,1,4.7,43.0,6,0,0,16,1,1,0
56.0,1,1,59,13.0,8.9,2,6.0,25.0,3,1,1,16,0,1,0
43.0,2,2,61,11.7,8.4,2,8.6,51.0,8,2,2,12,3,0,1
63.0,0,0,63,6.0,8.6,2,0.8,0.0,3,2,2,15,2,0,1
29.0,0,3,58,2.4,7.8,2,1.1,46.0,1,1,1,18,2,1,0
64.0,2,2,47,13.4,8.5,2,4.0,11.0,1,1,2,3,4,1,0
60.0,1,1,21,3.6,6.4,1,7.8,42.0,5,0,0,3,1,1,0
39.0,0,3,30,6.8,7.2,2,6.7,16.0,1,0,0,1,1,1,0
44.0,1,3,28,12.2,9.5,3,3.8,60.0,1,0,0,9,4,1,0
32.0,0,3,20,11.2,6.4,1,5.3,21.0,1,0,0,1,0,1,0
58.0,0,2,52,13.0,6.3,1,8.6,54.0,3,1,0,6,0,1,0
25.0,2,3,63,8.2,8.5,2,6.8,55.0,6,1,2,0,1,1,0
34.0,2,1,35,5.2,6.0,1,8.0,13.0,7,0,1,12,1,1,0
41.0,2,0,65,3.9,5.8,1,4.4,18.0,4,1,1,9,0,1,0
50.0,0,3,50,6.6,9.2,3,1.8,57.0,3,0,0,15,3,1,0
39.0,2,2,35,10.9,7.4,2,2.4,51.0,3,0,0,11,4,1,0
55.0,0,2,50,8.0,4.4,0,1.2,5.0,7,1,2,12,4,1,0
50.0,0,1,63,9.5,6.0,1,5.6,19.0,2,2,2,9,0,0,1
31.0,0,3,59,3.9,5.8,1,5.0,43.0,2,1,2,9,0,1,0
40.0,2,3,20,2.7,8.6,2,7.6,25.0,2,0,0,1,0,1,0
31.0,2,2,66,9.1,5.0,1,4.8,46.0,6,2,2,1,0,0,1
22.0,0,0,55,5.9,7.4,2,0.9,15.0,8,1,2,18,1,1,0
61.0,2,2,47,11.6,7.9,2,4.0,31.0,8,1,1,11,4,1,0
23.0,2,2,49,13.9,8.9,2,4.5,56.0,2,0,0,8,1,1,0
55.0,2,3,56,12.6,5.2,1,9.3,57.0,2,0,1,4,4,1,0
28.0,0,1,48,6.5,9.3,3,1.2,60.0,3,0,0,16,1,1,0
40.0,2,0,36,7.5,6.2,1,5.1,60.0,6,0,0,18,1,1,0
29.0,2,0,22,4.5,6.8,1,0.6,51.0,6,0,0,10,4,1,0
34.0,2,1,29,8.5,4.2,0,9.1,2.0,2,0,0,17,2,1,0
26.0,0,2,56,8.2,8.5,2,2.0,14.0,1,2,1,13,0,1,0
55.0,2,0,22,3.9,4.9,0,8.4,15.0,7,0,0,3,2,1,0
49.0,2,1,21,3.1,6.6,1,9.6,8.0,1,0,0,12,0,1,0
40.0,2,2,64,4.0,7.2,2,9.5,33.0,3,0,0,10,4,1,0
63.0,2,2,50,13.7,4.8,0,8.2,48.0,6,2,2,9,1,0,1
38.0,1,1,58,7.3,8.6,2,4.7,42.0,7,1,1,12,4,1,0
56.0,2,3,69,10.8,7.8,2,2.8,30.0,5,1,1,16,3,1,0
42.0,2,2,56,4.9,9.7,3,0.9,48.0,6,1,1,3,2,1,0
19.0,2,1,70,10.4,5.7,1,0.5,29.0,2,2,2,11,0,0,1
38.0,2,0,41,6.3,6.9,1,8.1,57.0,0,0,0,0,3,1,0
60.0,0,1,26,11.8,9.5,3,8.5,47.0,1,0,0,10,0,1,0
33.0,1,3,32,8.2,10.0,3,5.0,54.0,6,0,0,14,3,1,0
52.0,0,1,34,12.0,8.9,2,4.7,36.0,6,1,1,8,1,1,0
19.0,2,0,39,5.7,8.0,2,5.4,43.0,8,0,0,14,3,1,0
29.0,1,1,56,6.6,9.7,3,7.0,43.0,2,0,0,14,2,1,0
39.0,0,1,55,3.1,4.4,0,0.6,23.0,0,1,1,12,4,1,0
27.0,2,3,48,13.2,4.9,0,0.3,2.0,1,2,2,2,1,0,1
25.0,2,0,51,2.5,5.4,1,1.9,25.0,7,1,2,6,0,1,0
45.0,0,3,55,5.7,4.6,0,4.8,24.0,0,1,1,3,2,1,0
21.0,2,0,22,7.5,8.1,2,9.1,6.0,5,0,0,7,4,1,0
32.0,0,0,36,10.2,7.7,2,8.8,27.0,4,0,0,19,1,1,0
32.0,1,0,40,5.1,5.1,1,1.7,47.0,6,1,1,12,2,1,0
32.0,1,2,48,9.2,7.7,2,7.4,28.0,3,1,2,0,2,1,0
50.0,1,1,48,9.2,6.6,1,0.7,15.0,8,1,1,0,1,1,0
54.0,1,0,24,12.9,7.4,2,0.2,52.0,4,1,0,2,2,1,0
41.0,2,0,54,8.0,6.5,1,8.5,25.0,6,1,1,18,0,1,0
64.0,2,3,45,8.5,5.8,1,1.4,6.0,6,2,2,15,3,1,0
35.0,2,3,40,10.9,4.9,0,4.7,55.0,8,1,1,2,1,1,0
38.0,2,0,55,3.8,4.6,0,1.6,56.0,6,1,0,14,0,1,0
41.0,0,3,56,13.9,9.7,3,3.4,21.0,2,1,1,2,1,1,0
35.0,2,0,39,6.1,5.4,1,2.6,27.0,7,1,0,14,0,1,0
50.0,0,1,38,7.4,5.2,1,2.7,58.0,5,0,0,4,1,1,0
22.0,1,2,28,13.1,4.3,0,2.0,47.0,1,0,0,1,0,1,0
55.0,1,2,36,8.9,9.8,3,1.4,34.0,1,0,0,0,4,1,0
59.0,2,2,66,11.8,7.0,2,0.6,48.0,7,2,2,9,1,0,1
38.0,2,0,49,13.1,6.1,1,8.8,20.0,7,1,2,5,1,1,0
60.0,1,0,29,2.3,6.3,1,2.7,12.0,8,1,1,2,1,1,0
27.0,1,3,60,5.7,9.7,3,1.6,40.0,2,0,0,14,1,1,0
35.0,2,0,56,10.5,8.7,2,9.7,14.0,3,1,1,2,0,1,0
42.0,1,1,60,11.9,5.5,1,0.0,22.0,4,2,2,11,1,0,1
42.0,0,1,21,7.1,5.8,1,6.5,48.0,2,0,0,17,0,1,0
19.0,1,3,66,9.5,5.9,1,3.8,1.0,5,2,2,4,4,0,1
33.0,1,1,24,2.7,6.1,1,4.9,34.0,2,0,0,15,0,1,0
32.0,1,1,21,7.9,8.0,2,5.1,18.0,8,1,0,7,0,1,0
65.0,2,1,32,6.0,5.0,1,7.5,16.0,1,0,0,11,4,1,0
54.0,2,1,60,12.6,4.3,0,5.0,56.0,4,2,2,9,1,0,1
18.0,1,1,66,3.2,6.7,1,5.7,10.0,6,2,2,19,2,1,0
19.0,0,2,57,5.2,9.2,3,6.9,17.0,2,1,1,17,2,1,0
30.0,0,0,61,12.0,8.9,2,0.4,36.0,7,2,2,11,1,0,1
29.0,2,1,68,8.5,8.9,2,8.9,43.0,4,1,2,15,3,1,0
44.0,1,2,55,10.9,5.5,1,6.6,10.0,7,2,2,13,2,0,1
50.0,1,1,33,13.4,5.8,1,5.4,6.0,4,1,0,10,2,1,0
57.0,2,2,51,5.1,9.9,3,3.2,1.0,8,1,2,8,4,1,0
39.0,1,1,48,3.1,8.7,2,2.2,26.0,0,0,0,14,2,1,0
20.0,0,2,24,5.0,9.8,3,2.0,31.0,2,0,0,4,3,1,0
49.0,0,1,50,8.7,4.6,0,0.3,27.0,4,2,2,18,2,0,1
60.0,1,2,28,2.1,4.9,0,7.5,25.0,1,0,0,18,2,1,0
58.0,2,0,24,8.8,9.2,3,4.8,4.0,5,0,0,6,1,1,0
48.0,2,0,69,2.4,5.7,1,0.8,38.0,2,1,1,18,1,1,0
61.0,2,3,41,9.6,8.1,2,5.3,39.0,4,0,0,2,1,1,0
26.0,2,1,31,12.5,7.5,2,1.2,46.0,5,0,0,5,0,1,0
22.0,1,1,37,9.5,6.5,1,0.5,27.0,6,1,0,14,3,1,0
54.0,1,1,34,11.0,5.4,1,6.2,36.0,3,0,0,12,0,1,0
44.0,1,0,20,7.2,5.7,1,2.4,19.0,7,0,0,1,4,1,0
39.0,0,3,29,12.0,5.2,1,7.0,38.0,6,1,1,14,4,1,0
40.0,0,3,36,6.4,4.5,0,3.5,30.0,2,1,1,17,3,1,0
45.0,0,1,25,9.9,4.4,0,6.2,36.0,2,0,0,16,3,1,0
33.0,1,2,45,7.6,9.4,3,1.3,3.0,5,1,1,0,0,1,0
49.0,2,3,53,8.9,9.8,3,3.5,38.0,4,0,0,3,4,1,0
30.0,1,3,70,3.7,4.8,0,3.0,15.0,4,2,2,18,1,0,1
42.0,2,1,22,12.2,7.3,2,9.3,55.0,4,0,0,6,4,1,0
47.0,0,1,48,11.2,7.5,2,7.6,27.0,8,1,1,4,0,1,0
18.0,1,0,56,4.5,6.6,1,2.6,58.0,0,0,0,18,4,1,0
65.0,0,0,57,11.7,9.0,3,5.2,17.0,0,1,0,4,4,1,0
24.0,2,3,39,9.5,7.4,2,0.8,10.0,5,1,1,7,0,1,0
45.0,1,0,57,3.2,7.6,2,3.8,5.0,2,0,0,16,4,1,0
20.0,2,2,51,5.5,9.4,3,1.1,37.0,4,1,0,19,4,1,0
46.0,0,3,39,4.9,8.8,2,6.7,13.0,1,0,0,9,0,1,0
53.0,2,3,45,2.6,6.2,1,1.9,4.0,6,1,1,9,1,1,0
39.0,1,3,46,9.6,8.3,2,5.0,0.0,5,2,2,10,1,0,1
55.0,2,2,57,2.8,4.1,0,6.3,50.0,7,1,1,13,3,1,0
46.0,1,2,54,8.0,7.2,2,9.4,1.0,4,1,2,17,3,1,0
33.0,0,1,36,7.1,5.8,1,4.2,57.0,4,0,0,12,1,1,0
25.0,0,2,44,13.3,6.1,1,8.1,34.0,1,1,1,8,0,1,0
30.0,2,2,69,7.5,9.6,3,4.9,49.0,0,0,0,14,4,1,0
53.0,1,3,41,2.4,8.4,2,1.2,51.0,4,0,0,10,3,1,0
49.0,0,2,65,13.2,6.0,1,0.9,8.0,5,2,2,9,3,0,1
23.0,2,1,45,5.7,5.8,1,7.5,2.0,5,0,0,2,4,1,0
33.0,1,2,66,10.9,6.8,1,7.1,10.0,3,2,2,0,1,0,1
43.0,2,1,27,9.8,9.1,3,7.1,16.0,6,1,1,2,0,1,0
35.0,1,2,41,3.8,6.5,1,2.1,9.0,5,1,2,17,1,1,0
45.0,1,3,23,5.5,8.7,2,7.5,33.0,2,0,0,17,3,1,0
42.0,0,3,61,13.8,8.7,2,4.9,14.0,2,2,2,14,1,0,1
33.0,2,0,20,5.9,9.9,3,1.5,1.0,5,0,0,8,4,1,0
33.0,0,3,34,2.2,6.0,1,5.0,35.0,2,0,0,4,0,1,0
18.0,2,3,35,11.7,6.0,1,6.1,5.0,3,1,2,12,0,1,0
62.0,0,0,60,5.3,4.6,0,5.7,42.0,0,0,0,1,4,1,0
37.0,2,0,43,10.2,4.0,0,0.4,11.0,2,2,1,10,2,0,1
46.0,0,0,44,13.1,6.4,1,7.7,29.0,2,1,1,11,4,1,0
33.0,2,2,28,7.1,6.0,1,8.3,2.0,3,0,0,6,0,1,0
60.0,2,1,57,4.3,8.8,2,0.8,44.0,8,1,1,17,2,1,0
54.0,2,2,38,2.5,8.9,2,5.0,50.0,6,0,0,9,3,1,0
33.0,0,0,43,11.4,8.0,2,3.1,10.0,0,1,0,11,4,1,0
43.0,0,2,61,7.7,8.4,2,1.8,60.0,3,1,0,12,4,1,0
44.0,2,3,69,12.5,5.9,1,2.5,29.0,6,2,2,15,4,0,1
44.0,0,2,35,8.2,4.7,0,5.6,32.0,2,0,0,7,4,1,0
38.0,2,0,58,10.7,4.6,0,4.5,29.0,3,2,2,3,1,0,1
50.0,0,2,21,9.0,5.3,1,10.0,1.0,8,1,0,13,4,1,0
40.0,1,2,56,5.5,7.8,2,2.9,34.0,5,1,1,6,0,1,0
22.0,1,0,67,9.6,6.4,1,0.4,23.0,7,2,2,19,0,0,1
43.0,2,0,67,4.1,4.4,0,2.1,60.0,5,1,2,17,3,1,0
18.0,2,1,55,3.6,9.2,3,5.0,33.0,5,0,0,5,0,1,0
28.0,0,3,69,8.6,8.8,2,6.6,53.0,7,2,1,8,4,0,1
30.0,1,0,47,13.5,8.7,2,4.0,35.0,0,1,1,12,1,1,0
59.0,1,2,46,13.8,9.4,3,8.9,7.0,6,1,1,10,4,1,0
48.0,0,1,68,4.3,9.9,3,1.2,53.0,3,0,0,10,1,1,0
22.0,1,1,44,9.8,9.7,3,5.3,39.0,1,0,0,5,4,1,0
19.0,0,1,48,6.8,4.3,0,8.9,46.0,2,1,1,1,4,1,0
30.0,1,2,30,13.5,6.1,1,2.0,58.0,1,0,0,1,1,1,0
54.0,0,0,54,9.1,9.3,3,3.0,16.0,5,1,1,12,1,1,0
24.0,1,0,30,7.9,4.1,0,6.4,56.0,2,0,0,14,4,1,0
50.0,1,2,48,7.9,7.4,2,9.6,1.0,6,1,1,4,3,1,0
60.0,1,1,45,6.4,4.5,0,6.8,42.0,7,1,2,16,0,1,0
52.0,2,1,28,12.2,9.7,3,8.9,2.0,3,0,0,16,3,1,0
47.0,1,1,45,4.4,9.4,3,4.5,30.0,0,0,0,1,2,1,0
27.0,1,0,61,8.3,4.2,0,5.3,43.0,3,1,1,7,4,1,0
29.0,2,1,57,6.2,6.4,1,3.9,8.0,3,1,1,15,0,1,0
29.0,0,0,64,9.3,5.3,1,2.2,33.0,8,2,2,0,4,0,1
41.4,0,2,30,12.0,7.6,2,0.5,33.0,0,0,0,8,2,1,0
44.0,0,0,22,5.2,9.1,3,0.2,39.0,1,0,0,7,2,1,0
33.0,2,3,55,11.3,9.6,3,8.1,51.0,8,1,1,13,0,1,0
57.0,0,1,64,2.3,9.8,3,4.3,21.0,0,0,0,7,1,1,0
48.0,1,0,38,9.4,5.7,1,8.5,33.0,7,1,1,5,3,1,0
36.0,1,0,32,4.4,8.4,2,8.4,8.0,0,0,0,7,1,1,0
48.0,0,0,40,8.7,6.9,1,2.6,23.0,2,1,2,6,3,1,0
29.0,1,3,31,2.4,7.9,2,9.6,59.0,3,0,0,5,1,1,0
52.0,1,1,61,12.6,6.9,1,4.6,47.0,4,1,1,13,0,1,0
39.0,1,3,40,8.7,6.9,1,1.4,60.0,2,0,0,8,3,1,0
64.0,2,0,23,11.0,7.2,2,8.0,59.0,3,0,0,7,0,1,0
28.0,2,2,61,4.3,6.9,1,8.7,32.0,0,0,0,15,2,1,0
61.0,2,0,67,3.4,7.6,2,6.7,7.0,2,1,2,18,3,1,0
39.0,1,3,69,11.2,8.9,2,5.2,9.0,4,2,2,17,1,0,1
22.0,2,1,21,13.6,7.5,2,7.8,14.0,6,1,1,17,1,1,0
41.0,2,3,59,10.7,5.0,1,0.6,46.0,0,1,1,14,1,1,0
19.0,2,3,39,7.3,9.4,3,6.2,23.0,5,0,0,3,3,1,0
50.0,1,3,45,3.1,4.6,0,2.8,60.0,8,1,1,5,2,1,0
24.0,1,1,38,13.4,8.9,2,3.6,33.0,6,0,0,1,1,1,0
31.0,1,0,30,13.3,7.6,2,8.2,58.0,6,0,0,17,0,1,0
37.0,0,2,51,13.0,6.7,1,6.7,7.0,4,2,2,2,2,0,1
58.0,1,3,46,11.0,8.1,2,3.8,35.0,1,1,0,6,1,1,0
55.0,2,2,36,12.2,8.9,2,1.7,27.0,3,1,0,8,3,1,0
56.0,2,0,21,8.0,9.9,3,7.3,34.0,8,0,0,2,3,1,0
21.0,1,3,25,12.1,6.8,1,8.3,11.0,6,1,1,13,2,1,0
21.0,0,0,25,3.3,9.4,3,7.9,27.0,8,0,0,2,0,1,0
44.0,2,3,36,2.3,5.5,1,9.4,27.0,1,0,0,9,4,1,0
32.0,0,0,28,8.0,9.3,3,9.9,25.0,7,0,0,3,4,1,0
48.0,2,0,40,6.8,9.5,3,5.6,6.0,2,0,0,17,0,1,0
22.0,0,0,56,2.5,7.6,2,7.5,40.0,0,0,0,14,2,1,0
57.0,2,3,39,8.8,7.0,2,5.0,24.0,5,0,0,8,1,1,0
22.0,0,0,55,7.1,8.5,2,8.1,13.0,2,1,0,18,2,1,0
42.0,2,3,40,3.9,7.0,1,7.9,16.0,5,0,1,13,4,1,0
41.0,0,0,23,6.0,8.2,2,1.1,40.0,0,0,0,3,1,1,0
42.0,1,1,52,8.4,6.2,1,8.2,16.0,0,1,1,6,1,1,0
46.0,1,3,47,3.3,7.0,2,0.8,46.0,4,0,0,1,1,1,0
26.0,1,1,37,13.3,8.8,2,0.5,43.0,4,0,0,13,1,1,0
36.0,2,0,55,4.0,9.2,3,5.4,43.0,0,0,0,0,3,1,0
32.0,0,2,38,12.1,6.8,1,5.1,4.0,4,1,1,19,2,1,0
61.0,2,2,52,12.5,6.7,1,5.1,16.0,6,2,1,4,1,0,1
56.0,2,0,55,7.4,9.4,3,6.5,37.0,1,0,0,3,0,1,0
18.0,1,2,49,2.5,7.1,2,4.3,7.0,8,0,0,0,2,1,0
23.0,2,1,32,12.4,7.0,2,3.1,26.0,1,0,0,19,3,1,0
20.0,0,1,61,5.6,4.1,0,3.9,23.0,3,2,2,3,3,0,1
36.0,2,3,70,8.5,7.6,2,0.2,14.0,1,2,2,3,4,0,1
23.0,1,0,25,11.1,5.8,1,5.5,0.0,2,1,0,15,3,1,0
22.0,1,1,45,5.2,8.3,2,9.4,27.0,7,0,0,13,1,1,0
50.0,1,0,65,10.8,9.0,3,5.7,60.0,5,1,2,2,1,1,0
59.0,2,3,46,13.2,4.8,0,0.7,60.0,5,1,0,0,0,1,0
45.0,1,0,28,7.5,8.9,2,2.0,2.0,0,0,0,19,0,1,0
34.0,0,2,29,11.7,7.1,2,9.8,12.0,1,0,0,12,3,1,0
33.0,0,2,47,7.4,9.9,3,0.4,27.0,4,0,1,18,4,1,0
35.0,2,3,43,4.5,6.1,1,9.6,10.0,0,0,0,3,0,1,0
24.0,2,1,63,10.4,9.7,3,3.9,43.0,5,1,1,17,1,1,0
62.0,1,1,42,10.2,9.6,3,9.7,41.0,5,0,0,4,2,1,0
43.0,0,1,57,6.2,8.1,2,1.2,17.0,6,1,1,8,1,1,0
20.0,0,2,56,6.8,7.4,2,0.1,1.0,8,2,2,6,2,0,1
32.0,1,3,20,6.2,6.0,1,2.2,40.0,6,0,0,3,3,1,0
24.0,1,2,22,9.6,9.0,3,3.6,0.0,6,0,0,19,4,1,0
52.0,0,2,69,6.7,8.4,2,4.2,10.0,6,2,2,2,1,0,1
40.0,1,0,30,9.3,8.2,2,1.0,50.0,8,1,1,13,2,1,0
55.0,0,0,53,11.0,6.3,1,0.4,3.0,7,2,2,1,3,0,1
64.0,0,0,54,12.1,7.7,2,1.3,59.0,2,1,1,17,2,1,0
62.0,1,0,23,10.4,5.2,1,2.8,45.0,7,0,0,10,2,1,0
18.0,2,0,45,9.3,6.8,1,9.0,6.0,0,0,0,15,4,1,0
22.0,2,0,32,7.8,8.8,2,9.4,26.0,8,0,0,3,1,1,0
34.0,0,3,58,4.7,8.1,2,7.7,45.0,6,0,0,19,3,1,0
65.0,0,1,52,12.6,4.6,0,8.5,40.0,1,1,1,13,0,1,0
60.0,1,0,22,2.9,9.7,3,8.1,15.0,8,0,0,13,1,1,0
35.0,2,1,50,6.7,6.2,1,9.9,17.0,8,1,0,4,1,1,0
29.0,0,1,48,13.1,6.4,1,1.8,54.0,4,2,1,10,0,0,1
38.0,0,3,34,10.2,8.6,2,1.0,58.0,1,0,0,19,3,1,0
47.0,0,2,30,11.8,7.9,2,8.7,59.0,5,0,0,14,2,1,0
59.0,1,3,43,9.9,4.1,0,3.3,33.0,2,1,0,15,1,1,0
43.0,2,0,44,10.5,4.7,0,6.2,22.0,0,1,1,6,3,1,0
56.0,2,1,70,6.2,8.2,2,8.3,50.0,1,1,0,17,0,1,0
18.0,0,2,55,10.1,9.1,3,2.2,35.0,1,1,1,10,3,1,0
63.0,2,1,62,3.9,6.1,1,8.6,36.0,2,0,0,12,4,1,0
21.0,0,2,40,13.4,6.9,1,2.3,35.0,5,1,1,14,0,1,0
64.0,0,1,31,2.8,4.4,0,9.4,42.0,4,0,0,19,0,1,0
18.0,1,3,59,3.2,4.1,0,8.7,31.0,4,1,1,11,1,1,0
32.0,1,3,21,10.3,8.0,2,4.6,21.0,7,1,0,0,1,1,0
61.0,2,0,27,12.1,4.3,0,5.9,22.0,6,1,0,4,1,1,0
37.0,2,1,44,10.3,8.9,2,8.9,27.0,0,0,0,2,3,1,0
58.0,2,3,64,10.6,5.2,1,3.7,29.0,2,1,2,15,1,1,0
33.0,0,0,24,9.3,5.5,1,7.9,19.0,3,1,1,11,0,1,0
44.0,1,1,20,8.9,4.9,0,10.0,48.0,1,0,0,14,1,1,0
20.0,0,1,59,11.9,4.9,0,2.2,3.0,5,2,2,2,3,0,1
23.0,2,1,36,6.7,5.8,1,7.0,25.0,8,1,1,5,2,1,0
31.0,2,0,46,10.1,8.3,2,5.0,44.0,8,1,1,17,0,1,0
30.0,1,2,70,2.6,7.2,2,8.3,60.0,4,0,0,5,0,1,0
54.0,1,0,46,10.8,5.2,1,4.7,4.0,7,2,2,5,2,0,1
32.0,2,3,37,11.5,4.2,0,7.2,60.0,7,1,1,13,0,1,0
24.0,0,1,58,13.1,7.7,2,9.4,11.0,8,2,2,14,0,0,1
36.0,2,0,48,2.9,7.8,2,5.0,60.0,1,0,0,7,1,1,0
32.0,2,1,40,11.2,5.1,1,7.4,57.0,2,0,0,15,2,1,0
38.0,2,0,64,4.4,8.4,2,5.4,12.0,0,0,0,2,3,1,0
57.0,2,0,46,7.4,8.4,2,2.3,11.0,2,0,0,3,3,1,0
22.0,0,2,68,6.8,5.9,1,6.6,37.0,2,1,0,18,1,1,0
52.0,1,0,25,3.1,8.9,2,1.8,9.0,5,0,0,11,4,1,0
52.0,1,0,44,8.0,4.3,0,1.8,59.0,8,1,1,9,0,1,0
27.0,2,2,64,4.0,4.1,0,0.6,18.0,1,1,1,10,1,1,0
32.0,0,0,32,6.0,4.0,0,7.5,34.0,1,0,0,18,2,1,0
54.0,2,3,49,4.9,6.6,1,7.6,59.0,3,0,0,19,3,1,0
37.0,1,0,32,9.3,8.7,2,9.0,45.0,8,0,0,6,1,1,0
58.0,2,2,61,11.2,7.1,2,8.1,15.0,7,2,2,2,1,0,1
42.0,0,3,56,5.9,9.2,3,8.3,8.0,2,1,1,3,4,1,0
44.0,0,3,21,11.4,6.4,1,5.6,35.0,7,0,1,9,2,1,0
51.0,2,2,54,5.8,8.7,2,0.3,18.0,8,1,1,5,3,1,0
19.0,2,1,34,8.5,4.6,0,0.0,56.0,0,1,0,11,4,1,0
18.0,1,1,57,9.2,6.4,1,8.9,49.0,5,1,2,5,2,1,0
19.0,2,0,21,4.4,8.8,2,1.1,48.0,0,0,0,7,3,1,0
