Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Burnout_Score,Productivity_Score,Mental_Health_Status
41.0,Female,Student,48,,9.6,Excellent,,47.0,8,Low,No,Low,33,90.0,Healthy
63.0,Female,Student,48,8.3,6.9,Average,0.8,43.0,6,Moderate,No,High,78,49.0,Critical
31.0,Female,Self-Employed,27,5.5,9.1,Excellent,1.2,36.0,4,Low,No,Low,27,81.0,Healthy
53.0,Female,Unemployed,41,12.0,7.4,Good,7.8,,2,Low,No,Low,20,65.0,Healthy
54.0,Other,Student,59,2.6,4.5,Poor,5.4,48.0,7,Low,No,Moderate,44,54.0,Needs Attention
29.0,Female,Unemployed,26,3.7,4.7,Poor,5.4,18.0,4,Moderate,No,Low,27,56.0,Healthy
25.0,Male,Employed,44,2.7,8.5,Good,9.5,17.0,7,Low,No,Low,0,96.0,Healthy
41.0,Other,Unemployed,49,5.5,4.3,Poor,9.6,39.0,7,Moderate,No,Moderate,40,56.0,Needs Attention
35.0,Female,Self-Employed,68,5.0,7.8,Good,7.1,17.0,7,Moderate,No,Moderate,52,35.0,Needs Attention
60.0,Female,Unemployed,69,3.5,6.3,Average,,0.0,0,Moderate,No,Moderate,58,65.0,Needs Attention
30.0,Other,Unemployed,67,9.2,5.2,Average,5.7,43.0,1,High,Yes,High,90,24.0,Critical
44.0,Female,Unemployed,66,13.0,8.6,Good,2.2,17.0,6,High,Yes,High,100,10.0,Critical
19.0,Female,Self-Employed,35,2.7,4.6,Poor,9.6,53.0,1,Low,No,Low,3,89.0,Healthy
22.0,Male,Student,59,12.4,6.4,Average,7.5,14.0,7,High,Yes,High,96,0.0,Critical
30.0,Other,Self-Employed,48,11.6,8.3,Good,1.9,8.0,6,Moderate,No,Moderate,52,51.0,Needs Attention
58.0,Male,Unemployed,58,8.9,9.9,Excellent,6.9,,6,Moderate,No,Moderate,50,,Needs Attention
29.0,Male,Self-Employed,38,9.0,4.7,Poor,4.4,,0,Low,No,Low,16,71.0,Healthy
61.0,Male,Employed,43,8.3,5.4,Average,6.6,60.0,6,Low,No,Low,26,83.0,Healthy
38.0,Male,Unemployed,50,2.8,4.5,Poor,7.9,39.0,8,Low,No,Moderate,41,64.0,Needs Attention
46.0,Male,Unemployed,43,3.6,4.9,Poor,2.5,5.0,5,Moderate,No,Moderate,61,31.0,Needs Attention
32.0,Female,Student,61,13.1,7.1,Good,0.8,17.0,0,High,Yes,High,80,24.0,Critical
55.0,Other,Employed,67,8.2,5.4,Average,2.1,14.0,7,High,Yes,High,87,7.0,Critical
60.0,Female,Unemployed,64,9.0,8.6,Good,5.4,20.0,2,Moderate,No,Moderate,63,34.0,Needs Attention
61.0,Other,Unemployed,44,5.5,5.2,Average,2.8,14.0,5,Moderate,No,Moderate,58,34.0,Needs Attention
63.0,Other,Self-Employed,63,2.1,7.0,Good,4.6,12.0,6,Moderate,No,Moderate,61,20.0,Needs Attention
64.0,Female,Student,35,5.3,,Excellent,8.9,10.0,1,Low,No,Low,12,68.0,Healthy
22.0,Other,Self-Employed,20,13.0,6.4,Average,2.5,45.0,7,Moderate,No,Moderate,50,47.0,Needs Attention
43.0,Male,Employed,65,8.4,5.1,Average,0.3,43.0,8,High,Yes,High,100,0.0,Critical
18.0,Female,Student,22,11.8,8.3,Good,4.2,6.0,3,Low,No,Low,6,78.0,Healthy
35.0,Other,Student,58,10.6,5.8,Average,5.0,6.0,2,High,Yes,High,82,9.0,Critical
32.0,Other,Student,67,9.4,5.9,Average,4.3,15.0,4,High,Yes,High,82,12.0,Critical
64.0,Female,Student,64,12.5,8.8,Good,7.2,38.0,0,Moderate,No,Low,28,52.0,Healthy
30.0,Male,Employed,60,11.4,7.5,Good,2.0,55.0,6,High,Yes,High,85,42.0,Critical
53.0,Other,Unemployed,55,6.0,5.7,Average,6.1,4.0,3,Moderate,No,High,77,29.0,Critical
28.0,Male,Self-Employed,64,9.8,6.9,Average,3.7,3.0,3,High,Yes,High,91,0.0,Critical
59.0,Other,Student,30,10.3,9.3,Excellent,8.3,16.0,6,Low,No,Low,5,84.0,Healthy
62.0,Female,Unemployed,65,4.2,6.2,Average,1.3,31.0,3,Moderate,No,Moderate,50,41.0,Needs Attention
39.0,Male,Unemployed,37,10.0,4.1,Poor,7.5,0.0,3,Moderate,No,Moderate,60,46.0,Needs Attention
39.0,Male,Employed,53,11.0,4.7,Poor,2.8,44.0,7,High,Yes,High,100,7.0,Critical
48.0,Other,Self-Employed,53,12.3,8.3,Good,8.8,50.0,1,Moderate,No,Low,29,67.0,Healthy
35.0,Male,Student,60,11.5,9.5,Excellent,7.3,5.0,1,Moderate,No,Moderate,64,24.0,Critical
,Female,Student,32,5.8,7.5,Good,8.5,27.0,2,Low,No,Low,0,91.0,Healthy
37.0,Other,Unemployed,65,13.8,7.0,Good,9.7,3.0,3,High,Yes,High,76,11.0,Critical
64.0,Female,Unemployed,70,2.6,5.9,Average,5.8,51.0,2,Moderate,No,Moderate,44,47.0,Needs Attention
48.0,Male,Self-Employed,60,2.4,9.8,Excellent,7.2,15.0,2,Low,No,Low,25,78.0,Healthy
54.0,Other,Employed,64,3.5,10.0,Excellent,4.3,36.0,8,Moderate,No,Moderate,56,49.0,Needs Attention
46.0,Female,Employed,36,3.0,4.5,Poor,8.5,2.0,8,Moderate,No,Low,37,78.0,Healthy
62.0,Male,Student,33,8.6,5.8,Average,9.6,38.0,6,Low,No,Low,32,76.0,Healthy
30.0,Other,Employed,70,13.6,5.9,Average,4.3,1.0,8,High,Yes,High,100,0.0,Critical
25.0,Male,Unemployed,56,5.3,6.1,Average,8.7,35.0,5,Moderate,No,Moderate,61,54.0,Needs Attention
21.0,Other,Unemployed,42,5.4,6.6,Average,8.0,32.0,3,Low,No,Low,15,71.0,Healthy
18.0,Female,Unemployed,63,3.5,8.1,Good,8.9,44.0,0,Low,No,Moderate,49,66.0,Needs Attention
45.0,Female,Student,54,3.4,5.5,Average,8.5,54.0,3,Low,No,Low,37,68.0,Healthy
18.0,Female,Self-Employed,32,12.8,6.6,Average,0.8,32.0,0,Moderate,No,Moderate,43,47.0,Needs Attention
45.0,Male,Employed,46,2.4,4.8,Poor,7.4,57.0,4,Low,No,Moderate,43,56.0,Needs Attention
50.0,Male,Self-Employed,47,7.8,8.4,Good,4.8,18.0,2,Low,No,Low,13,69.0,Healthy
35.0,Male,Employed,53,13.8,6.3,Average,3.1,40.0,0,Moderate,No,Moderate,49,45.0,Needs Attention
38.0,Male,Student,51,3.3,5.5,Average,3.6,19.0,2,Moderate,No,Moderate,63,37.0,Needs Attention
59.0,Male,Student,66,4.4,6.1,Average,4.7,48.0,3,Moderate,No,Low,39,33.0,Healthy
21.0,Other,Student,44,6.8,8.5,Good,5.6,24.0,2,Moderate,No,Low,34,77.0,Healthy
20.0,Other,Self-Employed,33,9.8,9.9,Excellent,5.3,0.0,5,Moderate,No,Moderate,44,68.0,Needs Attention
55.0,Male,Employed,33,12.3,5.9,Average,5.8,51.0,6,Low,No,Low,32,76.0,Healthy
43.0,Other,Employed,61,10.7,5.5,Average,9.7,6.0,0,Moderate,No,Low,30,55.0,Healthy
39.0,Other,Unemployed,39,4.9,8.9,Good,3.3,9.0,8,Low,No,Low,38,70.0,Healthy
59.0,Female,Unemployed,38,6.0,5.3,Average,3.6,39.0,1,Low,No,Low,35,85.0,Healthy
34.0,Other,Employed,66,11.8,6.3,Average,8.0,30.0,4,Moderate,No,Moderate,56,43.0,Needs Attention
49.0,Other,Employed,46,10.3,7.5,Good,5.3,49.0,3,Low,No,Low,29,84.0,Healthy
53.0,Female,Student,65,2.3,9.8,Excellent,1.4,46.0,1,Low,No,Low,0,92.0,Healthy
48.0,Female,Student,61,4.1,4.9,Poor,0.3,48.0,6,Moderate,No,Moderate,48,39.0,Needs Attention
65.0,Other,Unemployed,44,6.5,7.9,Good,1.6,51.0,1,Low,No,Low,0,91.0,Healthy
54.0,Other,Student,39,11.0,4.6,Poor,0.1,22.0,5,Moderate,No,Moderate,53,47.0,Needs Attention
23.0,Other,Employed,66,13.2,7.1,Good,6.1,33.0,5,Moderate,No,Moderate,57,34.0,Needs Attention
37.0,Other,Unemployed,30,6.4,9.6,Excellent,0.7,36.0,7,Low,No,Low,37,58.0,Healthy
50.0,Other,Unemployed,63,2.7,5.6,Average,0.4,41.0,8,Moderate,No,High,76,46.0,Critical
47.0,Male,Unemployed,24,7.8,6.4,Average,3.2,38.0,4,Low,No,Low,28,66.0,Healthy
19.0,Other,Employed,45,10.5,4.4,Poor,0.8,55.0,4,Moderate,No,Moderate,56,44.0,Critical
18.0,Other,Employed,66,10.8,9.9,Excellent,7.4,47.0,2,Moderate,No,Moderate,64,47.0,Needs Attention
56.0,Female,Employed,43,5.6,9.7,Excellent,8.1,,1,Low,No,Low,21,92.0,Healthy
52.0,Female,Self-Employed,26,9.4,10.0,Excellent,0.9,1.0,8,Moderate,No,Low,39,61.0,Healthy
59.0,Other,Self-Employed,62,12.8,5.7,Average,2.6,53.0,0,Moderate,No,Moderate,55,59.0,Needs Attention
59.0,Female,Employed,31,8.2,9.9,Excellent,4.0,20.0,2,Low,No,Low,15,,Healthy
54.0,Female,Self-Employed,34,12.1,7.9,Good,3.0,34.0,6,Low,No,Low,15,57.0,Healthy
49.0,Female,Unemployed,60,7.0,,Poor,0.8,43.0,7,Moderate,No,Moderate,44,47.0,Needs Attention
52.0,Male,Employed,21,3.0,9.4,Excellent,3.3,14.0,4,Low,No,Low,1,98.0,Healthy
24.0,Other,Employed,48,5.3,6.9,Average,4.2,47.0,6,Moderate,No,Low,33,43.0,Healthy
38.0,Female,Student,29,2.1,6.2,Average,7.8,7.0,3,Low,No,Low,18,78.0,Healthy
21.0,Female,Unemployed,58,4.8,6.7,Average,3.3,24.0,0,Moderate,No,Low,31,59.0,Healthy
40.0,Female,Unemployed,64,12.2,6.4,Average,9.8,31.0,5,Moderate,No,Moderate,59,30.0,Needs Attention
21.0,Female,Self-Employed,59,5.2,6.0,Average,7.9,24.0,7,Moderate,No,Moderate,56,61.0,Needs Attention
34.0,Female,Employed,33,13.7,8.4,Good,6.9,4.0,3,Moderate,No,Moderate,48,46.0,Needs Attention
57.0,Other,Student,39,9.8,5.0,Average,9.5,36.0,1,Low,No,Low,11,83.0,Healthy
45.0,Other,Self-Employed,44,4.3,4.3,Poor,7.3,27.0,4,Low,No,Low,6,72.0,Healthy
62.0,Other,Student,64,4.1,8.9,Good,,13.0,4,Moderate,No,High,81,43.0,Critical
60.0,Female,Employed,68,6.2,5.0,Average,8.5,38.0,3,Moderate,No,Moderate,40,66.0,Needs Attention
40.0,Other,Self-Employed,39,8.2,9.0,Excellent,7.1,57.0,7,Low,No,Low,6,85.0,Healthy
58.0,Male,Employed,41,13.3,6.1,Average,3.9,26.0,8,High,Yes,High,71,29.0,Critical
37.0,Female,Student,57,5.7,5.3,Average,1.2,31.0,0,Moderate,No,High,67,52.0,Critical
40.0,Male,Unemployed,58,7.2,9.5,Excellent,3.1,36.0,2,Moderate,No,Low,30,49.0,Healthy
62.0,Female,Self-Employed,46,8.7,6.5,Average,,58.0,2,Low,No,Low,4,84.0,Healthy
59.0,Male,Self-Employed,23,10.1,8.1,Good,1.2,37.0,3,Low,No,Low,19,77.0,Healthy
51.0,Male,Unemployed,23,6.9,6.7,Average,9.3,19.0,8,Low,No,Low,14,,Healthy
49.0,Female,Unemployed,47,7.5,6.8,Average,1.5,18.0,4,Moderate,No,Low,37,59.0,Healthy
59.0,Other,Employed,45,9.7,5.8,Average,0.7,53.0,2,Moderate,No,Moderate,47,53.0,Needs Attention
32.0,Other,Unemployed,36,11.0,4.4,Poor,1.1,54.0,0,Moderate,No,Low,30,71.0,Healthy
30.0,Male,Employed,43,8.6,9.4,Excellent,7.7,36.0,8,Moderate,No,Moderate,54,59.0,Needs Attention
51.0,Female,Employed,21,5.5,7.2,Good,2.2,60.0,5,Low,No,Low,15,100.0,Healthy
59.0,Male,Self-Employed,23,11.8,9.3,Excellent,1.4,35.0,0,Low,No,Low,14,60.0,Healthy
50.0,Male,Unemployed,23,11.7,4.1,Poor,0.3,50.0,0,Low,No,Low,31,74.0,Healthy
33.0,Male,Employed,70,13.9,8.5,Good,5.4,2.0,0,High,Yes,High,81,0.0,Critical
52.0,Male,Unemployed,38,8.3,8.7,Good,8.7,15.0,8,Moderate,No,Moderate,40,68.0,Needs Attention
27.0,Male,Student,37,5.6,9.0,Excellent,2.8,24.0,6,Low,No,Low,25,75.0,Healthy
34.0,Other,Unemployed,68,8.6,9.6,Excellent,0.6,6.0,4,Moderate,No,High,80,38.0,Critical
57.0,Female,Student,40,4.1,7.4,Good,8.4,54.0,7,Low,No,Low,35,68.0,Healthy
49.0,Male,Student,31,7.3,7.9,Good,6.8,55.0,3,Low,No,Low,8,92.0,Healthy
38.0,Other,Unemployed,58,13.7,4.1,Poor,7.9,21.0,4,Moderate,No,Moderate,54,21.0,Critical
27.0,Female,Employed,60,8.5,10.0,Excellent,5.5,26.0,0,Low,No,Moderate,47,68.0,Needs Attention
46.0,Other,Self-Employed,43,4.8,4.5,Poor,6.5,38.0,2,Moderate,No,Low,39,51.0,Healthy
18.0,Male,Unemployed,47,13.9,9.2,Excellent,0.2,10.0,6,High,Yes,High,69,21.0,Critical
65.0,Female,Employed,20,10.1,4.5,Poor,5.9,23.0,2,Low,No,Low,32,66.0,Healthy
20.0,Other,Self-Employed,42,5.5,5.9,Average,2.8,7.0,2,Low,No,Low,25,65.0,Healthy
19.0,Female,Unemployed,49,10.6,4.8,Poor,2.9,7.0,6,Moderate,No,High,78,29.0,Critical
50.0,Other,Student,70,12.1,9.6,Excellent,5.2,12.0,0,High,Yes,High,78,10.0,Critical
51.0,Other,Unemployed,33,7.0,7.3,Good,7.1,2.0,3,Low,No,Low,25,68.0,Healthy
36.0,Female,Unemployed,40,10.4,6.8,Average,6.6,22.0,7,Low,No,Moderate,42,78.0,Needs Attention
34.0,Male,Self-Employed,46,4.0,5.9,Average,2.2,56.0,5,Moderate,No,Moderate,43,72.0,Needs Attention
63.0,Male,Self-Employed,35,12.1,7.3,Good,,2.0,8,Moderate,No,Moderate,46,45.0,Needs Attention
22.0,Male,Student,26,6.7,9.5,Excellent,7.4,50.0,5,Low,No,Low,5,96.0,Healthy
48.0,Female,Employed,66,11.2,10.0,Excellent,3.9,23.0,0,Moderate,No,Moderate,54,32.0,Needs Attention
43.0,Other,Employed,39,3.8,5.5,Average,7.4,53.0,6,Low,No,Moderate,49,64.0,Needs Attention
18.0,Male,Employed,47,11.6,4.2,Poor,5.0,40.0,8,High,No,High,68,25.0,Critical
63.0,Female,Unemployed,67,13.1,9.6,Excellent,7.2,54.0,7,Moderate,No,Moderate,49,44.0,Needs Attention
28.0,Male,Self-Employed,37,12.4,9.6,Excellent,2.8,58.0,6,Moderate,No,Low,34,55.0,Healthy
65.0,Other,Employed,25,3.8,9.9,Excellent,9.3,39.0,5,Low,No,Low,0,100.0,Healthy
51.0,Female,Employed,65,8.7,9.0,Excellent,1.4,,1,Moderate,No,Moderate,48,62.0,Needs Attention
51.0,Male,Self-Employed,52,5.3,9.5,Excellent,9.2,38.0,6,Moderate,No,Moderate,45,36.0,Needs Attention
27.0,Other,Student,60,3.2,4.3,Poor,7.1,20.0,3,Moderate,No,Low,29,52.0,Healthy
20.0,Female,Unemployed,20,6.2,8.5,Good,3.1,35.0,1,Low,No,Low,0,84.0,Healthy
33.0,Female,Self-Employed,31,5.8,8.2,Good,2.8,36.0,3,Low,No,Low,17,94.0,Healthy
62.0,Female,Self-Employed,67,8.2,7.3,Good,7.9,5.0,4,High,Yes,High,72,24.0,Critical
39.0,Female,Self-Employed,31,,6.8,Average,7.5,28.0,6,Low,No,Low,33,75.0,Healthy
43.0,Other,Employed,53,11.0,9.8,Excellent,2.0,36.0,0,Moderate,No,Low,24,52.0,Healthy
45.0,Male,Self-Employed,26,6.7,5.0,Average,4.7,43.0,6,Low,No,Low,32,76.0,Healthy
56.0,Male,Self-Employed,59,13.0,8.9,Good,6.0,25.0,3,Moderate,No,Moderate,62,37.0,Needs Attention
43.0,Other,Student,61,11.7,8.4,Good,8.6,51.0,8,High,Yes,High,86,31.0,Critical
63.0,Female,Employed,63,6.0,8.6,Good,0.8,0.0,3,High,Yes,High,70,8.0,Critical
29.0,Female,Unemployed,58,2.4,7.8,Good,1.1,46.0,1,Moderate,No,Moderate,46,42.0,Needs Attention
64.0,Other,Student,47,13.4,8.5,Good,4.0,11.0,1,Moderate,No,High,68,,Critical
60.0,Male,Self-Employed,21,3.6,6.4,Average,7.8,42.0,5,Low,No,Low,6,100.0,Healthy
39.0,Female,Unemployed,30,6.8,7.2,Good,6.7,16.0,1,Low,No,Low,0,99.0,Healthy
44.0,Male,Unemployed,28,12.2,9.5,Excellent,3.8,60.0,1,Low,No,Low,6,100.0,Healthy
32.0,Female,Unemployed,20,11.2,6.4,Average,5.3,21.0,1,Low,No,Low,9,66.0,Healthy
58.0,Female,Student,52,13.0,6.3,Average,8.6,54.0,3,Moderate,No,Low,33,50.0,Healthy
25.0,Other,Unemployed,63,8.2,8.5,Good,6.8,55.0,6,Moderate,No,High,68,28.0,Critical
34.0,Other,Self-Employed,35,5.2,6.0,Average,8.0,13.0,7,Low,No,Moderate,44,69.0,Needs Attention
41.0,Other,Employed,65,3.9,5.8,Average,4.4,18.0,4,Moderate,No,Moderate,45,66.0,Needs Attention
50.0,Female,Unemployed,50,6.6,9.2,Excellent,1.8,57.0,3,Low,No,Low,9,81.0,Healthy
39.0,Other,Student,35,10.9,7.4,Good,2.4,51.0,3,Low,No,Low,0,94.0,Healthy
55.0,Female,Student,50,,4.4,Poor,1.2,5.0,7,Moderate,No,High,77,45.0,Critical
50.0,Female,Self-Employed,63,9.5,6.0,Average,5.6,19.0,2,High,Yes,High,66,9.0,Critical
31.0,Female,Unemployed,59,3.9,5.8,Average,,43.0,2,Moderate,No,High,66,52.0,Critical
40.0,Other,Unemployed,20,2.7,8.6,Good,7.6,25.0,2,Low,No,Low,12,100.0,Healthy
31.0,Other,Student,66,9.1,5.0,Average,4.8,46.0,6,High,Yes,High,80,0.0,Critical
22.0,Female,Employed,55,5.9,7.4,Good,0.9,15.0,8,Moderate,No,High,70,47.0,Critical
61.0,Other,Student,47,11.6,7.9,Good,4.0,31.0,8,Moderate,No,Moderate,42,50.0,Needs Attention
23.0,Other,Student,49,13.9,8.9,Good,4.5,56.0,2,Low,No,Low,24,77.0,Healthy
55.0,Other,Unemployed,56,12.6,5.2,Average,9.3,57.0,2,Low,No,Moderate,40,71.0,Needs Attention
28.0,Female,Self-Employed,48,6.5,9.3,Excellent,1.2,60.0,3,Low,No,Low,31,71.0,Healthy
40.0,Other,Employed,36,7.5,6.2,Average,5.1,60.0,6,Low,No,Low,12,81.0,Healthy
29.0,Other,Employed,22,4.5,6.8,Average,0.6,51.0,6,Low,No,Low,0,100.0,Healthy
34.0,Other,Self-Employed,29,8.5,4.2,Poor,9.1,2.0,2,Low,No,Low,16,76.0,Healthy
26.0,Female,Student,56,8.2,8.5,Good,2.0,14.0,1,High,No,Moderate,56,28.0,Needs Attention
55.0,Other,Employed,22,3.9,4.9,Poor,8.4,15.0,7,Low,No,Low,24,85.0,Healthy
49.0,Other,Self-Employed,21,3.1,6.6,Average,9.6,8.0,1,Low,No,Low,15,96.0,Healthy
40.0,Other,Student,64,4.0,7.2,Good,9.5,33.0,3,Low,No,Low,30,59.0,Healthy
63.0,Other,Student,50,13.7,4.8,Poor,8.2,48.0,6,High,Yes,High,69,14.0,Critical
38.0,Male,Self-Employed,58,7.3,8.6,Good,4.7,42.0,7,Moderate,No,Moderate,49,43.0,Needs Attention
56.0,Other,Unemployed,69,10.8,7.8,Good,2.8,,5,Moderate,No,Moderate,56,55.0,Needs Attention
42.0,Other,Student,56,4.9,9.7,Excellent,0.9,48.0,6,Moderate,No,Moderate,64,51.0,Needs Attention
19.0,Other,Self-Employed,70,10.4,5.7,Average,0.5,29.0,2,High,Yes,High,100,0.0,Critical
38.0,Other,Employed,41,6.3,6.9,Average,8.1,57.0,0,Low,No,Low,25,86.0,Healthy
60.0,Female,Self-Employed,26,11.8,9.5,Excellent,8.5,47.0,1,Low,No,Low,0,88.0,Healthy
33.0,Male,Unemployed,32,8.2,10.0,Excellent,,54.0,6,Low,No,Low,18,85.0,Healthy
52.0,Female,Self-Employed,34,12.0,8.9,Good,4.7,36.0,6,Moderate,No,Moderate,63,68.0,Needs Attention
19.0,Other,Employed,39,5.7,8.0,Good,5.4,43.0,8,Low,No,Low,16,100.0,Healthy
29.0,Male,Self-Employed,56,6.6,9.7,Excellent,7.0,43.0,2,Low,No,Low,19,91.0,Healthy
39.0,Female,Self-Employed,55,3.1,4.4,Poor,0.6,23.0,0,Moderate,No,Moderate,57,55.0,Needs Attention
27.0,Other,Unemployed,48,13.2,4.9,Poor,0.3,2.0,1,High,Yes,High,71,29.0,Critical
25.0,Other,Employed,51,2.5,5.4,Average,1.9,25.0,7,Moderate,No,High,66,39.0,Critical
45.0,Female,Unemployed,55,5.7,4.6,Poor,4.8,24.0,0,Moderate,No,Moderate,52,65.0,Needs Attention
21.0,Other,Employed,22,7.5,8.1,Good,9.1,6.0,5,Low,No,Low,0,95.0,Healthy
32.0,Female,Employed,36,10.2,7.7,Good,8.8,27.0,4,Low,No,Low,1,91.0,Healthy
32.0,Male,Employed,40,5.1,5.1,Average,1.7,47.0,6,Moderate,No,Moderate,61,44.0,Needs Attention
32.0,Male,Student,48,9.2,7.7,Good,7.4,28.0,3,Moderate,No,High,65,43.0,Critical
50.0,Male,Self-Employed,48,9.2,6.6,Average,0.7,15.0,8,Moderate,No,Moderate,63,38.0,Needs Attention
54.0,Male,Employed,24,12.9,7.4,Good,0.2,52.0,4,Moderate,No,Low,39,64.0,Healthy
41.0,Other,Employed,54,,6.5,Average,8.5,25.0,6,Moderate,No,Moderate,47,50.0,Needs Attention
64.0,Other,Unemployed,45,8.5,5.8,Average,1.4,6.0,6,High,No,High,87,33.0,Critical
35.0,Other,Unemployed,40,10.9,4.9,Poor,4.7,55.0,8,Moderate,No,Moderate,44,45.0,Needs Attention
38.0,Other,Employed,55,3.8,4.6,Poor,1.6,56.0,6,Moderate,No,Low,32,38.0,Healthy
41.0,Female,Unemployed,56,13.9,9.7,Excellent,3.4,21.0,2,Moderate,No,Moderate,41,61.0,Needs Attention
35.0,Other,Employed,39,6.1,5.4,Average,2.6,27.0,7,Moderate,No,Low,28,74.0,Healthy
50.0,Female,Self-Employed,38,7.4,5.2,Average,2.7,58.0,5,Low,No,Low,2,76.0,Healthy
22.0,Male,Student,28,13.1,4.3,Poor,2.0,47.0,1,Low,No,Low,21,63.0,Healthy
55.0,Male,Student,36,8.9,9.8,Excellent,1.4,34.0,1,Low,No,Low,12,96.0,Healthy
59.0,Other,Student,66,11.8,7.0,Good,0.6,48.0,7,High,Yes,High,100,0.0,Critical
38.0,Other,Employed,49,13.1,6.1,Average,8.8,20.0,7,Moderate,No,High,77,34.0,Critical
60.0,Male,Employed,29,2.3,6.3,Average,2.7,12.0,8,Moderate,No,Moderate,42,69.0,Needs Attention
27.0,Male,Unemployed,60,5.7,9.7,Excellent,1.6,40.0,2,Low,No,Low,10,80.0,Healthy
35.0,Other,Employed,56,10.5,8.7,Good,9.7,14.0,3,Moderate,No,Moderate,59,44.0,Needs Attention
42.0,Male,Self-Employed,60,11.9,5.5,Average,0.0,22.0,4,High,Yes,High,100,16.0,Critical
42.0,Female,Self-Employed,21,7.1,5.8,Average,6.5,48.0,2,Low,No,Low,31,,Healthy
19.0,Male,Unemployed,66,9.5,5.9,Average,3.8,1.0,5,High,Yes,High,86,6.0,Critical
33.0,Male,Self-Employed,24,2.7,6.1,Average,4.9,34.0,2,Low,No,Low,0,89.0,Healthy
32.0,Male,Self-Employed,21,7.9,8.0,Good,5.1,18.0,8,Moderate,No,Low,20,64.0,Healthy
65.0,Other,Self-Employed,32,6.0,5.0,Average,7.5,16.0,1,Low,No,Low,39,80.0,Healthy
54.0,Other,Self-Employed,60,12.6,4.3,Poor,,56.0,4,High,Yes,High,75,16.0,Critical
18.0,Male,Self-Employed,66,3.2,6.7,Average,5.7,10.0,6,High,No,High,82,39.0,Critical
19.0,Female,Student,57,5.2,9.2,Excellent,6.9,17.0,2,Moderate,No,Moderate,41,68.0,Needs Attention
30.0,Female,Employed,61,12.0,8.9,Good,0.4,36.0,7,High,Yes,High,91,29.0,Critical
29.0,Other,Self-Employed,68,8.5,8.9,Good,8.9,43.0,4,Moderate,No,High,72,,Critical
44.0,Male,Student,55,10.9,5.5,Average,6.6,10.0,7,High,Yes,High,98,0.0,Critical
50.0,Male,Self-Employed,33,13.4,5.8,Average,5.4,6.0,4,Moderate,No,Low,33,61.0,Healthy
57.0,Other,Student,51,5.1,9.9,Excellent,3.2,1.0,8,Moderate,No,High,70,30.0,Critical
39.0,Male,Self-Employed,48,3.1,8.7,Good,2.2,26.0,0,Low,No,Low,36,81.0,Healthy
20.0,Female,Student,24,5.0,9.8,Excellent,2.0,31.0,2,Low,No,Low,0,100.0,Healthy
49.0,Female,Self-Employed,50,8.7,4.6,Poor,0.3,27.0,4,High,Yes,High,66,12.0,Critical
60.0,Male,Student,28,2.1,4.9,Poor,7.5,25.0,1,Low,No,Low,12,92.0,Healthy
58.0,Other,Employed,24,8.8,9.2,Excellent,4.8,4.0,5,Low,No,Low,16,83.0,Healthy
48.0,Other,Employed,69,2.4,5.7,Average,0.8,38.0,2,Moderate,No,Moderate,53,57.0,Needs Attention
61.0,Other,Unemployed,41,9.6,8.1,Good,5.3,39.0,4,Low,No,Low,24,74.0,Healthy
26.0,Other,Self-Employed,31,12.5,7.5,Good,1.2,46.0,5,Low,No,Low,35,72.0,Healthy
22.0,Male,Self-Employed,37,9.5,6.5,Average,0.5,27.0,6,Moderate,No,Low,22,56.0,Healthy
54.0,Male,Self-Employed,34,11.0,5.4,Average,6.2,36.0,3,Low,No,Low,30,67.0,Healthy
44.0,Male,Employed,20,7.2,5.7,Average,2.4,19.0,7,Low,No,Low,6,91.0,Healthy
39.0,Female,Unemployed,29,12.0,5.2,Average,7.0,38.0,6,Moderate,No,Moderate,51,47.0,Needs Attention
40.0,Female,Unemployed,36,6.4,4.5,Poor,3.5,,2,Moderate,No,Moderate,43,51.0,Needs Attention
45.0,Female,Self-Employed,25,9.9,4.4,Poor,6.2,36.0,2,Low,No,Low,0,79.0,Healthy
33.0,Male,Student,45,7.6,9.4,Excellent,1.3,3.0,5,Moderate,No,Moderate,48,38.0,Needs Attention
49.0,Other,Unemployed,53,8.9,9.8,Excellent,3.5,38.0,4,Low,No,Low,34,54.0,Healthy
30.0,Male,Unemployed,70,3.7,4.8,Poor,3.0,15.0,4,High,Yes,High,75,3.0,Critical
42.0,Other,Self-Employed,22,12.2,7.3,Good,9.3,55.0,4,Low,No,Low,0,100.0,Healthy
47.0,Female,Self-Employed,48,11.2,7.5,Good,7.6,27.0,8,Moderate,No,Moderate,52,35.0,Needs Attention
18.0,Male,Employed,56,4.5,6.6,Average,2.6,58.0,0,Low,No,Low,10,83.0,Healthy
65.0,Female,Employed,57,11.7,9.0,Excellent,5.2,17.0,0,Moderate,No,Low,36,51.0,Healthy
24.0,Other,Unemployed,39,9.5,7.4,Good,0.8,10.0,5,Moderate,No,Moderate,54,51.0,Needs Attention
45.0,Male,Employed,57,3.2,7.6,Good,3.8,5.0,2,Low,No,Low,13,71.0,Healthy
20.0,Other,Student,51,5.5,9.4,Excellent,1.1,37.0,4,Moderate,No,Low,38,52.0,Healthy
